playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K/9,BB/9,HR/9,KPct
latosma01,2012,1,CIN,NL,14,4,33,33,2,0,0,628.0,179,81,25,64,185,0.23,3.48,9.0,3.0,4.0,1,858.0,0.0,87,9.0,3.0,,209.33,1.16,7.95,2.75,1.07,21.56
leagubr01,2012,1,SEA,AL,0,5,46,0,0,0,9,134.0,48,18,1,19,27,0.281,3.63,3.0,3.0,0.0,0,193.0,24.0,20,3.0,0.0,,44.67,1.5,5.44,3.83,0.2,13.99
leakemi01,2012,1,CIN,NL,8,9,30,30,2,0,0,537.0,201,91,26,41,116,0.287,4.58,3.0,3.0,3.0,0,757.0,0.0,97,6.0,7.0,,179.0,1.35,5.83,2.06,1.31,15.32
leblawa01,2012,1,MIA,NL,2,5,25,9,0,0,0,206.0,71,28,7,19,43,0.275,3.67,1.0,1.0,1.0,0,284.0,1.0,30,5.0,1.0,,68.67,1.31,5.64,2.49,0.92,15.14
lecursa01,2012,1,CIN,NL,3,3,48,0,0,0,0,172.0,46,20,3,23,61,0.221,3.14,2.0,2.0,1.0,0,237.0,12.0,22,4.0,1.0,,57.33,1.2,9.58,3.61,0.47,25.74
leecl02,2012,1,PHI,NL,6,9,30,30,0,0,0,633.0,207,74,26,28,207,0.255,3.16,0.0,4.0,0.0,0,847.0,0.0,79,3.0,4.0,,211.0,1.11,8.83,1.19,1.11,24.44
lestejo01,2012,1,BOS,AL,9,14,33,33,3,0,0,616.0,216,110,25,68,166,0.273,4.82,2.0,6.0,4.0,0,876.0,0.0,117,5.0,7.0,,205.33,1.38,7.28,2.98,1.1,18.95
lewisco01,2012,1,TEX,AL,6,6,16,16,2,0,0,315.0,99,40,16,14,93,0.245,3.43,0.0,2.0,6.0,0,427.0,0.0,48,1.0,2.0,,105.0,1.08,7.97,1.2,1.37,21.78
lillyte01,2012,1,LAN,NL,5,1,8,8,0,0,0,146.0,36,17,3,19,31,0.203,3.14,1.0,3.0,2.0,0,202.0,0.0,23,2.0,2.0,,48.67,1.13,5.73,3.51,0.55,15.35
linceti01,2012,1,SFN,NL,10,15,33,33,0,0,0,558.0,183,107,23,90,190,0.256,5.18,3.0,17.0,4.0,2,825.0,0.0,111,11.0,6.0,,186.0,1.47,9.19,4.35,1.11,23.03
lincobr01,2012,1,PIT,NL,4,2,28,5,0,0,1,178.0,51,18,8,14,60,0.23,2.73,1.0,0.0,1.0,0,239.0,6.0,19,2.0,0.0,,59.33,1.1,9.1,2.12,1.21,25.1
lindbjo01,2012,1,LAN,NL,2,2,48,0,0,0,0,143.0,42,16,9,18,43,0.241,3.02,0.0,1.0,3.0,0,197.0,12.0,16,2.0,0.0,,47.67,1.26,8.12,3.4,1.7,21.83
lindsma01,2012,1,BAL,AL,1,0,34,0,0,0,0,109.0,35,11,2,12,30,0.254,2.72,2.0,1.0,4.0,1,155.0,3.0,14,0.0,1.0,,36.33,1.29,7.43,2.97,0.5,19.35
liriafr01,2012,1,MIN,AL,3,10,22,17,0,0,0,300.0,89,59,12,55,109,0.239,5.31,4.0,6.0,4.0,1,440.0,2.0,63,2.0,7.0,,100.0,1.44,9.81,4.95,1.08,24.77
liriafr01,2012,2,CHA,AL,3,2,12,11,0,0,0,170.0,54,34,7,32,58,0.251,5.4,1.0,5.0,3.0,0,253.0,0.0,34,2.0,1.0,,56.67,1.52,9.21,5.08,1.11,22.92
lockeje01,2012,1,PIT,NL,1,3,8,6,0,0,0,103.0,36,21,6,11,34,0.267,5.5,0.0,0.0,1.0,0,148.0,1.0,21,1.0,0.0,,34.33,1.37,8.91,2.88,1.57,22.97
loeka01,2012,1,MIL,NL,6,5,70,0,0,0,2,205.0,78,35,9,20,55,0.284,4.61,3.0,4.0,3.0,0,303.0,20.0,41,5.0,0.0,,68.33,1.43,7.24,2.63,1.19,18.15
loganbo02,2012,1,NYA,AL,7,2,80,0,0,0,1,166.0,48,23,6,28,68,0.234,3.74,6.0,3.0,2.0,0,239.0,8.0,23,1.0,3.0,,55.33,1.37,11.06,4.55,0.98,28.45
lohseky01,2012,1,SLN,NL,16,3,33,33,0,0,0,633.0,192,67,19,38,143,0.239,2.86,1.0,1.0,4.0,0,864.0,0.0,74,11.0,7.0,,211.0,1.09,6.1,1.62,0.81,16.55
lopezja02,2012,1,SFN,NL,3,0,70,0,0,0,7,108.0,37,10,1,14,28,0.27,2.5,3.0,2.0,0.0,0,153.0,19.0,13,1.0,1.0,,36.0,1.42,7.0,3.5,0.25,18.3
lopezwi01,2012,1,HOU,NL,6,3,64,0,0,0,10,199.0,61,16,4,8,54,0.25,2.17,2.0,1.0,2.0,0,260.0,28.0,18,4.0,2.0,,66.33,1.04,7.33,1.09,0.54,20.77
loupaa01,2012,1,TOR,AL,0,2,33,0,0,0,0,92.0,26,9,0,2,21,0.232,2.64,0.0,1.0,0.0,1,117.0,3.0,10,2.0,1.0,,30.67,0.91,6.16,0.59,0.0,17.95
lowede01,2012,1,CLE,AL,8,10,21,21,1,1,0,357.0,156,73,8,45,41,0.321,5.52,3.0,5.0,3.0,1,542.0,0.0,79,3.0,5.0,,119.0,1.69,3.1,3.4,0.61,7.56
lowema01,2012,1,TEX,AL,0,2,36,0,0,0,0,118.0,35,15,5,13,28,0.24,3.43,0.0,4.0,0.0,2,162.0,12.0,15,0.0,3.0,,39.33,1.22,6.41,2.97,1.14,17.28
luebkco01,2012,1,SDN,NL,3,1,5,5,0,0,0,93.0,28,9,1,8,23,0.233,2.61,0.0,0.0,0.0,0,130.0,0.0,10,2.0,0.0,,31.0,1.16,6.68,2.32,0.29,17.69
luetglu01,2012,1,SEA,AL,2,2,63,0,0,0,2,122.0,37,18,3,24,38,0.248,3.98,6.0,5.0,1.0,0,178.0,16.0,20,1.0,3.0,,40.67,1.5,8.41,5.31,0.66,21.35
lylesjo01,2012,1,HOU,NL,5,12,25,25,1,1,0,424.0,159,80,20,42,99,0.278,5.09,4.0,2.0,5.0,0,628.0,0.0,97,6.0,4.0,,141.33,1.42,6.3,2.67,1.27,15.76
lynnla01,2012,1,SLN,NL,18,7,35,29,0,0,0,528.0,168,74,16,64,180,0.253,3.78,3.0,3.0,10.0,0,744.0,2.0,76,4.0,3.0,,176.0,1.32,9.2,3.27,0.82,24.19
lyonbr01,2012,1,HOU,NL,0,2,37,0,0,0,0,108.0,37,13,3,11,35,0.262,3.25,2.0,5.0,2.0,0,154.0,11.0,13,0.0,0.0,,36.0,1.33,8.75,2.75,0.75,22.73
maholpa01,2012,1,CHN,NL,9,6,21,20,0,0,0,361.0,115,50,12,34,81,0.256,3.74,2.0,4.0,10.0,0,503.0,0.0,51,5.0,4.0,,120.33,1.24,6.06,2.54,0.9,16.1
maholpa01,2012,2,ATL,NL,4,5,11,11,1,1,0,206.0,63,27,8,19,59,0.241,3.54,1.0,1.0,1.0,0,283.0,0.0,29,2.0,0.0,,68.67,1.19,7.73,2.49,1.05,20.85
marcush01,2012,1,MIL,NL,7,4,21,21,0,0,0,372.0,116,51,16,41,109,0.245,3.7,2.0,3.0,4.0,2,527.0,0.0,57,6.0,2.0,,124.0,1.27,7.91,2.98,1.16,20.68
marmoca01,2012,1,CHN,NL,3,3,61,0,0,0,20,166.0,40,21,4,45,72,0.2,3.42,0.0,2.0,2.0,0,247.0,47.0,24,0.0,0.0,,55.33,1.54,11.71,7.32,0.65,29.15
marquja01,2012,1,MIN,AL,2,4,7,7,0,0,0,102.0,52,32,9,14,12,0.371,8.47,0.0,1.0,3.0,0,160.0,0.0,33,1.0,2.0,,34.0,1.94,3.18,3.71,2.38,7.5
marquja01,2012,2,SDN,NL,6,7,15,15,1,1,0,281.0,94,42,14,28,79,0.258,4.04,3.0,5.0,1.0,0,401.0,0.0,53,5.0,2.0,,93.67,1.3,7.59,2.69,1.35,19.7
marshse01,2012,1,CIN,NL,5,5,73,0,0,0,9,183.0,55,17,3,16,74,0.232,2.51,2.0,1.0,3.0,1,256.0,22.0,18,0.0,0.0,,61.0,1.16,10.92,2.36,0.44,28.91
martevi01,2012,1,SLN,NL,3,2,48,0,0,0,0,121.0,51,22,6,14,36,0.305,4.91,2.0,1.0,2.0,0,185.0,5.0,22,1.0,1.0,,40.33,1.61,8.03,3.12,1.34,19.46
marticr01,2012,1,ATL,NL,5,4,54,0,0,0,1,221.0,80,32,6,19,65,0.277,3.91,4.0,2.0,0.0,1,313.0,26.0,33,3.0,2.0,,73.67,1.34,7.94,2.32,0.73,20.77
masteju01,2012,1,CLE,AL,11,15,34,34,1,0,0,619.0,212,113,18,88,159,0.269,4.93,1.0,14.0,13.0,0,906.0,0.0,122,6.0,11.0,,206.33,1.45,6.94,3.84,0.79,17.55
matsuda01,2012,1,BOS,AL,1,7,11,11,0,0,0,137.0,58,42,11,20,41,0.307,8.28,0.0,3.0,3.0,0,215.0,0.0,43,0.0,3.0,,45.67,1.71,8.08,3.94,2.17,19.07
matthry01,2012,1,WAS,NL,5,3,66,0,0,0,0,199.0,57,21,8,19,41,0.241,2.85,5.0,3.0,3.0,0,265.0,11.0,22,2.0,4.0,,66.33,1.15,5.56,2.58,1.09,15.47
matusbr01,2012,1,BAL,AL,6,10,34,16,0,0,0,294.0,112,53,15,41,81,0.284,4.87,4.0,0.0,0.0,0,441.0,2.0,61,2.0,3.0,,98.0,1.56,7.44,3.77,1.38,18.37
mazzavi01,2012,1,KCA,AL,4,3,18,6,0,0,0,132.0,55,28,3,19,26,0.318,5.73,2.0,1.0,3.0,0,198.0,4.0,29,1.0,2.0,,44.0,1.68,5.32,3.89,0.61,13.13
mcallza01,2012,1,CLE,AL,6,8,22,22,0,0,0,376.0,133,59,19,38,110,0.268,4.24,0.0,0.0,1.0,2,543.0,0.0,78,2.0,5.0,,125.33,1.36,7.9,2.73,1.36,20.26
mccarbr01,2012,1,OAK,AL,8,6,18,18,0,0,0,333.0,115,40,10,24,73,0.267,3.24,2.0,0.0,6.0,0,469.0,0.0,44,5.0,4.0,,111.0,1.25,5.92,1.95,0.81,15.57
mcdonja03,2012,1,PIT,NL,12,8,30,29,1,0,0,513.0,147,80,21,69,151,0.233,4.21,6.0,3.0,4.0,0,713.0,0.0,85,5.0,4.0,,171.0,1.26,7.95,3.63,1.11,21.18
mcgeeja01,2012,1,TBA,AL,5,2,69,0,0,0,0,166.0,33,12,3,11,73,0.167,1.95,4.0,3.0,1.0,0,212.0,13.0,13,0.0,2.0,,55.33,0.8,11.87,1.79,0.49,34.43
medlekr01,2012,1,ATL,NL,10,1,50,12,2,1,1,414.0,103,24,6,23,120,0.208,1.57,0.0,3.0,0.0,0,520.0,7.0,26,1.0,0.0,,138.0,0.91,7.83,1.5,0.39,23.08
melanma01,2012,1,BOS,AL,0,2,41,0,0,0,1,135.0,45,31,8,12,41,0.256,6.2,1.0,2.0,3.0,0,194.0,17.0,31,1.0,2.0,,45.0,1.27,8.2,2.4,1.6,21.13
mendolu01,2012,1,KCA,AL,8,10,30,25,0,0,0,498.0,176,78,15,59,104,0.278,4.23,3.0,6.0,11.0,2,709.0,0.0,84,2.0,5.0,,166.0,1.42,5.64,3.2,0.81,14.67
mijarjo01,2012,1,KCA,AL,2,2,51,0,0,0,0,116.0,36,11,3,13,37,0.248,2.56,1.0,1.0,4.0,0,168.0,8.0,13,3.0,3.0,,38.67,1.27,8.61,3.03,0.7,22.02
mikolmi01,2012,1,SDN,NL,2,1,25,0,0,0,0,97.0,32,13,4,15,23,0.256,3.62,0.0,2.0,2.0,0,144.0,9.0,15,2.0,0.0,,32.33,1.45,6.4,4.18,1.11,15.97
mileywa01,2012,1,ARI,NL,16,11,32,29,0,0,0,584.0,193,72,14,37,144,0.255,3.33,0.0,6.0,2.0,1,807.0,0.0,79,8.0,3.0,,194.67,1.18,6.66,1.71,0.65,17.84
millean01,2012,1,BOS,AL,3,2,53,0,0,0,0,121.0,28,15,3,20,51,0.194,3.35,1.0,1.0,2.0,0,169.0,4.0,15,0.0,3.0,,40.33,1.19,11.38,4.46,0.67,30.18
milleji02,2012,1,OAK,AL,2,1,33,0,0,0,0,146.0,39,14,6,27,44,0.217,2.59,2.0,1.0,3.0,0,211.0,18.0,15,0.0,1.0,,48.67,1.36,8.14,4.99,1.11,20.85
millwke01,2012,1,SEA,AL,6,12,28,28,1,1,0,483.0,168,76,13,56,107,0.271,4.25,3.0,5.0,3.0,0,689.0,0.0,86,6.0,4.0,,161.0,1.39,5.98,3.13,0.73,15.53
milonto01,2012,1,OAK,AL,13,10,31,31,1,0,0,570.0,207,79,24,36,137,0.278,3.74,2.0,2.0,4.0,0,791.0,0.0,90,3.0,3.0,,190.0,1.28,6.49,1.71,1.14,17.32
minormi01,2012,1,ATL,NL,11,10,30,30,0,0,0,538.0,151,82,26,56,145,0.232,4.12,7.0,3.0,5.0,0,728.0,0.0,88,8.0,8.0,,179.33,1.15,7.28,2.81,1.3,19.92
moorema02,2012,1,TBA,AL,11,11,31,31,0,0,0,532.0,158,75,18,81,175,0.238,3.81,5.0,8.0,7.0,1,759.0,0.0,85,3.0,4.0,,177.33,1.35,8.88,4.11,0.91,23.06
moralfr01,2012,1,BOS,AL,3,4,37,9,0,0,1,229.0,64,32,11,30,76,0.224,3.77,3.0,3.0,6.0,5,325.0,5.0,38,0.0,3.0,,76.33,1.23,8.96,3.54,1.3,23.38
morrobr01,2012,1,TOR,AL,10,7,21,21,3,3,0,374.0,98,41,12,41,108,0.214,2.96,0.0,3.0,2.0,0,504.0,0.0,45,1.0,3.0,,124.67,1.11,7.8,2.96,0.87,21.43
mortecl01,2012,1,BOS,AL,1,1,26,0,0,0,0,126.0,32,15,7,19,41,0.212,3.21,2.0,3.0,1.0,0,173.0,8.0,15,0.0,2.0,,42.0,1.21,8.79,4.07,1.5,23.7
mortoch02,2012,1,PIT,NL,2,6,9,9,0,0,0,151.0,62,26,5,11,25,0.305,4.65,1.0,4.0,2.0,0,223.0,0.0,30,5.0,2.0,,50.33,1.45,4.47,1.97,0.89,11.21
moscogu01,2012,1,COL,NL,3,2,23,3,0,0,0,150.0,67,34,8,19,47,0.321,6.12,0.0,5.0,1.0,0,231.0,4.0,34,1.0,1.0,,50.0,1.72,8.46,3.42,1.44,20.35
motteja01,2012,1,SLN,NL,4,5,67,0,0,0,42,216.0,49,22,9,17,86,0.191,2.75,1.0,0.0,2.0,0,279.0,58.0,23,2.0,1.0,,72.0,0.92,10.75,2.12,1.12,30.82
moyerja01,2012,1,COL,NL,2,5,10,10,0,0,0,161.0,75,34,11,18,36,0.328,5.7,2.0,0.0,2.0,0,254.0,0.0,40,4.0,1.0,,53.67,1.73,6.04,3.02,1.84,14.17
mujiced01,2012,1,MIA,NL,0,3,41,0,0,0,2,117.0,36,19,6,9,26,0.24,4.38,2.0,0.0,1.0,0,161.0,14.0,21,0.0,1.0,,39.0,1.15,6.0,2.08,1.38,16.15
myersbr01,2012,1,HOU,NL,0,4,35,0,0,0,19,92.0,35,12,4,6,20,0.285,3.52,1.0,1.0,2.0,0,134.0,29.0,17,1.0,2.0,,30.67,1.34,5.87,1.76,1.17,14.93
myersbr01,2012,2,CHA,AL,3,4,35,0,0,0,0,104.0,30,12,4,9,21,0.238,3.12,1.0,1.0,1.0,0,138.0,12.0,13,1.0,1.0,,34.67,1.12,5.45,2.34,1.04,15.22
nathajo01,2012,1,TEX,AL,3,5,66,0,0,0,37,193.0,55,20,7,13,78,0.231,2.8,1.0,5.0,2.0,0,257.0,62.0,23,1.0,3.0,,64.33,1.06,10.91,1.82,0.98,30.35
nicasju01,2012,1,COL,NL,2,3,11,11,0,0,0,174.0,72,34,7,22,54,0.313,5.28,1.0,4.0,1.0,0,257.0,0.0,37,3.0,1.0,,58.0,1.62,8.38,3.41,1.09,21.01
niemaje01,2012,1,TBA,AL,2,3,8,8,0,0,0,114.0,30,13,2,12,34,0.213,3.08,0.0,2.0,2.0,0,156.0,0.0,17,0.0,1.0,,38.0,1.11,8.05,2.84,0.47,21.79
niesejo01,2012,1,NYN,NL,13,9,30,30,0,0,0,571.0,174,72,22,49,155,0.241,3.4,2.0,6.0,4.0,0,788.0,0.0,77,8.0,4.0,,190.33,1.17,7.33,2.32,1.04,19.67
noesihe01,2012,1,SEA,AL,2,12,22,18,0,0,0,320.0,107,69,21,39,68,0.266,5.82,1.0,1.0,2.0,2,453.0,4.0,71,3.0,7.0,,106.67,1.37,5.74,3.29,1.77,15.01
nolasri01,2012,1,MIA,NL,12,13,31,31,3,2,0,573.0,214,95,18,47,125,0.285,4.48,9.0,8.0,8.0,1,832.0,0.0,100,19.0,6.0,,191.0,1.37,5.89,2.21,0.85,15.02
norbejo01,2012,1,OAK,AL,4,1,39,0,0,0,1,156.0,37,16,5,22,46,0.2,2.77,2.0,1.0,1.0,1,212.0,8.0,17,1.0,3.0,,52.0,1.13,7.96,3.81,0.87,21.7
norribu01,2012,1,HOU,NL,7,13,29,29,0,0,0,505.0,165,87,23,66,165,0.254,4.65,2.0,8.0,8.0,0,733.0,0.0,90,7.0,2.0,,168.33,1.37,8.82,3.53,1.23,22.51
novaiv01,2012,1,NYA,AL,12,8,28,28,0,0,0,511.0,194,95,28,56,153,0.288,5.02,3.0,6.0,10.0,2,748.0,0.0,100,3.0,6.0,,170.33,1.47,8.08,2.96,1.48,20.45
odayda01,2012,1,BAL,AL,7,1,69,0,0,0,0,201.0,49,17,6,14,69,0.202,2.28,2.0,0.0,3.0,0,263.0,10.0,17,3.0,1.0,,67.0,0.94,9.27,1.88,0.81,26.24
oflaher01,2012,1,ATL,NL,3,0,64,0,0,0,0,172.0,47,11,3,19,46,0.229,1.73,2.0,1.0,2.0,0,230.0,7.0,14,3.0,1.0,,57.33,1.15,7.22,2.98,0.47,20.0
ogandal01,2012,1,TEX,AL,2,0,58,1,0,0,3,198.0,49,24,9,17,66,0.203,3.27,1.0,5.0,2.0,0,263.0,11.0,26,0.0,3.0,,66.0,1.0,9.0,2.32,1.23,25.1
ohlenro01,2012,1,SDN,NL,4,4,13,9,0,0,0,146.0,62,42,7,24,39,0.304,7.77,0.0,2.0,1.0,1,233.0,2.0,44,4.0,0.0,,48.67,1.77,7.21,4.44,1.29,16.74
oliveda02,2012,1,TOR,AL,3,4,62,0,0,0,2,170.0,43,13,3,15,52,0.214,2.06,0.0,3.0,4.0,0,221.0,11.0,13,1.0,0.0,,56.67,1.02,8.26,2.38,0.48,23.53
ondrulo01,2012,1,CIN,NL,5,2,63,0,0,0,2,164.0,51,21,8,31,39,0.246,3.46,4.0,5.0,3.0,0,243.0,20.0,23,1.0,1.0,,54.67,1.5,6.42,5.1,1.32,16.05
oswalro01,2012,1,TEX,AL,4,3,17,9,0,0,0,177.0,79,38,11,11,59,0.32,5.8,0.0,3.0,3.0,2,264.0,2.0,41,3.0,0.0,,59.0,1.53,9.0,1.68,1.68,22.35
ottavad01,2012,1,COL,NL,5,1,53,0,0,0,0,237.0,76,40,9,34,81,0.253,4.56,7.0,8.0,1.0,0,339.0,6.0,42,3.0,1.0,,79.0,1.39,9.23,3.87,1.03,23.89
outmajo01,2012,1,COL,NL,1,3,27,7,0,0,0,122.0,47,37,7,20,40,0.29,8.19,0.0,5.0,0.0,0,185.0,3.0,37,2.0,1.0,,40.67,1.65,8.85,4.43,1.55,21.62
padilvi01,2012,1,BOS,AL,4,1,56,0,0,0,1,150.0,59,25,7,15,51,0.298,4.5,3.0,0.0,3.0,0,218.0,10.0,26,1.0,1.0,,50.0,1.48,9.18,2.7,1.26,23.39
papeljo01,2012,1,PHI,NL,5,6,70,0,0,0,38,210.0,56,19,8,18,92,0.216,2.44,1.0,0.0,4.0,0,284.0,64.0,22,3.0,0.0,,70.0,1.06,11.83,2.31,1.03,32.39
parkeja02,2012,1,OAK,AL,13,8,29,29,0,0,0,544.0,166,70,11,63,140,0.248,3.47,3.0,10.0,3.0,0,751.0,0.0,71,7.0,8.0,,181.33,1.26,6.95,3.13,0.55,18.64
parnebo01,2012,1,NYN,NL,5,4,74,0,0,0,7,206.0,65,19,4,20,61,0.249,2.49,2.0,1.0,1.0,0,288.0,23.0,24,4.0,2.0,,68.67,1.24,7.99,2.62,0.52,21.18
parrama01,2012,1,MIL,NL,2,3,62,0,0,0,0,176.0,62,33,3,35,61,0.265,5.06,2.0,6.0,3.0,0,273.0,8.0,39,0.0,1.0,,58.67,1.65,9.36,5.37,0.46,22.34
pattotr01,2012,1,BAL,AL,1,0,54,0,0,0,0,167.0,45,15,5,12,49,0.215,2.43,2.0,1.0,2.0,0,224.0,12.0,15,0.0,1.0,,55.67,1.02,7.92,1.94,0.81,21.88
paulife01,2012,1,KCA,AL,3,1,7,7,0,0,0,113.0,31,7,3,15,39,0.223,1.67,0.0,1.0,0.0,0,156.0,0.0,8,1.0,1.0,,37.67,1.22,9.32,3.58,0.72,25.0
pavanca01,2012,1,MIN,AL,2,5,11,11,0,0,0,189.0,80,42,9,8,33,0.313,6.0,2.0,0.0,2.0,0,268.0,0.0,46,1.0,1.0,,63.0,1.4,4.71,1.14,1.29,12.31
peavyja01,2012,1,CHA,AL,11,12,32,32,4,1,0,657.0,191,82,27,49,194,0.234,3.37,1.0,3.0,10.0,2,882.0,0.0,88,1.0,6.0,,219.0,1.1,7.97,2.01,1.11,22.0
peraljo01,2012,1,TBA,AL,2,6,76,0,0,0,2,201.0,49,27,9,17,84,0.2,3.63,2.0,5.0,1.0,0,264.0,9.0,28,0.0,1.0,,67.0,0.99,11.28,2.28,1.21,31.82
perezch01,2012,1,CLE,AL,0,4,61,0,0,0,39,173.0,49,23,6,16,59,0.222,3.59,1.0,0.0,2.0,0,242.0,53.0,25,0.0,3.0,,57.67,1.13,9.21,2.5,0.94,24.38
perezlu01,2012,1,TOR,AL,2,2,35,0,0,0,0,126.0,38,16,3,16,39,0.244,3.43,0.0,0.0,3.0,0,175.0,6.0,16,0.0,0.0,,42.0,1.29,8.36,3.43,0.64,22.29
perezma02,2012,1,TEX,AL,1,4,12,6,0,0,0,114.0,47,23,3,15,25,0.297,5.45,1.0,5.0,2.0,2,177.0,2.0,26,1.0,1.0,,38.0,1.63,5.92,3.55,0.71,14.12
perkigl01,2012,1,MIN,AL,3,1,70,0,0,0,16,211.0,57,20,8,16,78,0.222,2.56,3.0,3.0,3.0,0,281.0,43.0,25,3.0,2.0,,70.33,1.04,9.98,2.05,1.02,27.76
pestavi01,2012,1,CLE,AL,3,3,70,0,0,0,2,210.0,53,20,7,24,76,0.207,2.57,1.0,1.0,4.0,0,286.0,13.0,20,0.0,2.0,,70.0,1.1,9.77,3.09,0.9,26.57
pettian01,2012,1,NYA,AL,5,4,12,12,0,0,0,226.0,65,24,8,21,69,0.232,2.87,0.0,1.0,0.0,0,303.0,0.0,26,2.0,0.0,,75.33,1.14,8.24,2.51,0.96,22.77
phelpda01,2012,1,NYA,AL,4,4,33,11,0,0,0,299.0,81,37,14,38,96,0.223,3.34,2.0,2.0,6.0,2,414.0,5.0,38,4.0,3.0,,99.67,1.19,8.67,3.43,1.26,23.19
pomerdr01,2012,1,COL,NL,2,9,22,22,0,0,0,290.0,97,53,14,46,83,0.261,4.93,2.0,8.0,4.0,1,434.0,0.0,57,8.0,4.0,,96.67,1.48,7.73,4.28,1.3,19.12
porceri01,2012,1,DET,AL,10,12,31,31,0,0,0,529.0,226,90,16,44,107,0.31,4.59,3.0,6.0,6.0,0,783.0,0.0,101,2.0,3.0,,176.33,1.53,5.46,2.25,0.82,13.67
priceda01,2012,1,TBA,AL,20,5,31,31,2,1,0,633.0,173,60,16,59,205,0.226,2.56,2.0,8.0,5.0,1,836.0,0.0,63,2.0,3.0,,211.0,1.1,8.74,2.52,0.68,24.52
putzjj01,2012,1,ARI,NL,1,5,57,0,0,0,32,163.0,45,17,4,11,65,0.223,2.82,1.0,3.0,2.0,0,218.0,52.0,18,2.0,1.0,,54.33,1.03,10.77,1.82,0.66,29.82
quallch01,2012,1,PHI,NL,1,1,35,0,0,0,0,94.0,39,16,7,9,19,0.3,4.6,3.0,2.0,0.0,0,140.0,6.0,18,1.0,0.0,,31.33,1.53,5.46,2.59,2.01,13.57
quintjo01,2012,1,CHA,AL,6,6,25,22,0,0,0,409.0,142,57,14,42,81,0.275,3.76,4.0,10.0,3.0,2,568.0,2.0,62,5.0,1.0,,136.33,1.35,5.35,2.77,0.92,14.26
