playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K/9,BB/9,HR/9,KPct
ramirer02,2012,1,SEA,AL,1,3,16,8,0,0,0,177.0,47,22,6,12,48,0.217,3.36,1.0,0.0,3.0,0,238.0,2.0,26,1.0,5.0,,59.0,1.0,7.32,1.83,0.92,20.17
ramirra02,2012,1,NYN,NL,3,4,58,0,0,0,1,191.0,58,30,4,35,52,0.246,4.24,4.0,4.0,0.0,0,277.0,18.0,33,3.0,3.0,,63.67,1.46,7.35,4.95,0.57,18.77
ramosce01,2012,1,TBA,AL,1,0,17,1,0,0,0,90.0,19,7,2,10,29,0.176,2.1,0.0,0.0,2.0,0,120.0,9.0,7,0.0,0.0,,30.0,0.97,8.7,3.0,0.6,24.17
rapadcl01,2012,1,NYA,AL,3,0,70,0,0,0,0,115.0,29,12,2,17,38,0.215,2.82,1.0,1.0,1.0,2,155.0,7.0,14,1.0,1.0,,38.33,1.2,8.92,3.99,0.47,24.52
rauchjo01,2012,1,NYN,NL,3,7,73,0,0,0,4,173.0,45,23,7,12,42,0.209,3.59,2.0,1.0,1.0,0,233.0,22.0,28,1.0,4.0,,57.67,0.99,6.55,1.87,1.09,18.03
reedad01,2012,1,CHA,AL,3,2,62,0,0,0,29,165.0,57,29,6,18,54,0.266,4.75,3.0,0.0,2.0,1,238.0,44.0,30,0.0,4.0,,55.0,1.36,8.84,2.95,0.98,22.69
resopch01,2012,1,PIT,NL,1,4,61,0,0,0,1,221.0,81,32,6,24,46,0.276,3.91,6.0,2.0,2.0,0,330.0,13.0,35,5.0,6.0,,73.67,1.43,5.62,2.93,0.73,13.94
reynoma02,2012,1,COL,NL,3,1,71,0,0,0,0,172.0,65,28,11,17,51,0.291,4.4,4.0,5.0,0.0,1,249.0,16.0,31,6.0,3.0,,57.33,1.43,8.01,2.67,1.73,20.48
richacl01,2012,1,SDN,NL,14,14,33,33,1,1,0,656.0,228,97,31,42,107,0.267,3.99,4.0,4.0,6.0,2,910.0,0.0,110,3.0,6.0,,218.67,1.23,4.4,1.73,1.28,11.76
richaga01,2012,1,LAA,AL,4,3,30,9,0,0,1,213.0,77,37,7,34,47,0.28,4.69,1.0,2.0,3.0,0,318.0,4.0,46,2.0,4.0,,71.0,1.56,5.96,4.31,0.89,14.78
roberda08,2012,1,NYA,AL,2,7,65,0,0,0,2,182.0,52,18,5,19,81,0.229,2.67,0.0,1.0,1.0,1,248.0,17.0,19,0.0,1.0,,60.67,1.17,12.02,2.82,0.74,32.66
rodnefe01,2012,1,TBA,AL,2,2,76,0,0,0,48,224.0,43,5,2,15,76,0.167,0.6,1.0,4.0,3.0,0,282.0,65.0,9,4.0,2.0,,74.67,0.78,9.16,1.81,0.24,26.95
rodrife02,2012,1,HOU,NL,2,10,71,0,0,0,0,211.0,68,42,10,34,78,0.252,5.37,7.0,10.0,1.0,0,309.0,9.0,45,2.0,2.0,,70.33,1.45,9.98,4.35,1.28,25.24
rodrifr03,2012,1,MIL,NL,2,7,78,0,0,0,3,216.0,65,35,8,31,72,0.241,4.38,1.0,6.0,0.0,0,305.0,13.0,37,1.0,3.0,,72.0,1.33,9.0,3.88,1.0,23.61
rodriwa01,2012,1,HOU,NL,7,9,21,21,0,0,0,392.0,134,55,13,32,89,0.26,3.79,2.0,5.0,2.0,0,558.0,0.0,66,5.0,3.0,,130.67,1.27,6.13,2.2,0.9,15.95
rodriwa01,2012,2,PIT,NL,5,4,13,12,0,0,0,225.0,71,31,8,24,50,0.246,3.72,2.0,0.0,1.0,0,317.0,1.0,33,1.0,2.0,,75.0,1.27,6.0,2.88,0.96,15.77
roenijo01,2012,1,COL,NL,4,2,63,0,0,0,1,266.0,85,32,9,43,54,0.259,3.25,3.0,8.0,2.0,0,383.0,14.0,40,6.0,4.0,,88.67,1.44,5.48,4.36,0.91,14.1
rogeres01,2012,2,CLE,AL,3,1,44,0,0,0,0,159.0,47,18,5,12,54,0.237,3.06,2.0,5.0,3.0,0,217.0,13.0,19,2.0,2.0,,53.0,1.11,9.17,2.04,0.85,24.88
rogerma01,2012,1,MIL,NL,3,1,7,7,0,0,0,117.0,36,17,5,14,41,0.243,3.92,0.0,1.0,1.0,0,165.0,0.0,17,1.0,1.0,,39.0,1.28,9.46,3.23,1.15,24.85
romerri01,2012,1,TOR,AL,9,14,32,32,1,0,0,543.0,198,116,21,105,124,0.282,5.77,1.0,8.0,10.0,0,829.0,0.0,122,7.0,4.0,,181.0,1.67,6.17,5.22,1.04,14.96
romose01,2012,1,SFN,NL,4,2,69,0,0,0,14,166.0,37,11,5,10,63,0.185,1.79,1.0,2.0,3.0,0,215.0,27.0,11,2.0,0.0,,55.33,0.85,10.25,1.63,0.81,29.3
rossro01,2012,1,TEX,AL,6,0,58,0,0,0,0,195.0,55,16,3,23,47,0.232,2.22,3.0,1.0,2.0,1,265.0,9.0,21,1.0,2.0,,65.0,1.2,6.51,3.18,0.42,17.74
rossty01,2012,1,OAK,AL,2,11,18,13,0,0,0,220.0,96,53,7,37,46,0.327,6.5,3.0,2.0,5.0,1,342.0,3.0,56,3.0,3.0,,73.33,1.81,5.65,4.54,0.86,13.45
russeja02,2012,1,CHN,NL,7,1,77,0,0,0,2,208.0,67,25,5,23,55,0.255,3.25,7.0,1.0,1.0,1,292.0,19.0,28,2.0,3.0,,69.33,1.3,7.14,2.99,0.65,18.84
rzepcma01,2012,1,SLN,NL,1,3,70,0,0,0,0,140.0,46,22,7,17,33,0.257,4.24,2.0,3.0,0.0,0,196.0,14.0,22,0.0,0.0,,46.67,1.35,6.36,3.28,1.35,16.84
sabatcc01,2012,1,NYA,AL,15,6,28,28,2,0,0,600.0,184,75,22,44,197,0.238,3.38,2.0,4.0,8.0,1,833.0,0.0,89,4.0,3.0,,200.0,1.14,8.86,1.98,0.99,23.65
salasfe01,2012,1,SLN,NL,1,4,65,0,0,0,0,176.0,56,28,5,27,60,0.251,4.3,5.0,4.0,1.0,0,256.0,23.0,28,5.0,0.0,,58.67,1.41,9.2,4.14,0.77,23.44
salech01,2012,1,CHA,AL,17,8,30,29,1,0,0,576.0,167,65,19,51,192,0.235,3.05,5.0,6.0,6.0,0,772.0,0.0,66,1.0,3.0,,192.0,1.14,9.0,2.39,0.89,24.87
samarje01,2012,1,CHN,NL,9,13,28,28,1,0,0,524.0,157,74,20,56,180,0.24,3.81,2.0,10.0,4.0,0,723.0,0.0,79,5.0,4.0,,174.67,1.22,9.27,2.89,1.03,24.9
sanchan01,2012,1,MIA,NL,5,7,19,19,0,0,0,363.0,119,53,12,33,110,0.259,3.94,2.0,4.0,2.0,1,504.0,0.0,59,4.0,5.0,,121.0,1.26,8.18,2.45,0.89,21.83
sanchan01,2012,2,DET,AL,4,6,12,12,1,1,0,224.0,81,31,8,15,57,0.275,3.74,1.0,3.0,3.0,0,316.0,0.0,36,1.0,2.0,,74.67,1.29,6.87,1.81,0.96,18.04
sanchjo01,2012,1,KCA,AL,1,6,12,12,0,0,0,160.0,65,46,8,44,36,0.302,7.76,1.0,4.0,5.0,1,270.0,0.0,47,2.0,4.0,,53.33,2.04,6.08,7.43,1.35,13.33
santaer01,2012,1,LAA,AL,9,13,30,30,1,1,0,534.0,165,102,39,61,133,0.239,5.16,2.0,4.0,9.0,0,764.0,0.0,109,2.0,2.0,,178.0,1.27,6.72,3.08,1.97,17.41
santajo01,2012,1,NYN,NL,6,9,21,21,2,2,0,351.0,117,63,17,39,111,0.258,4.85,1.0,1.0,0.0,0,499.0,0.0,65,4.0,3.0,,117.0,1.33,8.54,3.0,1.31,22.24
santihe01,2012,1,CHA,AL,4,1,42,4,0,0,4,211.0,54,26,10,40,79,0.211,3.33,1.0,5.0,7.0,2,306.0,19.0,26,2.0,1.0,,70.33,1.34,10.11,5.12,1.28,25.82
saundjo01,2012,1,ARI,NL,6,10,21,21,1,1,0,390.0,146,61,17,31,89,0.28,4.22,1.0,2.0,2.0,0,561.0,0.0,68,5.0,2.0,,130.0,1.36,6.16,2.15,1.18,15.86
saundjo01,2012,2,BAL,AL,3,3,7,7,0,0,0,134.0,49,18,4,8,23,0.283,3.63,1.0,1.0,0.0,0,184.0,0.0,20,2.0,1.0,,44.67,1.28,4.63,1.61,0.81,12.5
schepta01,2012,1,TEX,AL,1,1,39,0,0,0,1,97.0,47,16,6,9,30,0.343,4.45,3.0,4.0,2.0,0,152.0,13.0,18,3.0,1.0,,32.33,1.73,8.35,2.51,1.67,19.74
scherma01,2012,1,DET,AL,16,7,32,32,0,0,0,563.0,179,78,23,60,231,0.25,3.74,2.0,2.0,5.0,1,787.0,0.0,82,5.0,1.0,,187.67,1.27,11.08,2.88,1.1,29.35
schwimi01,2012,1,PHI,NL,2,1,35,0,0,0,0,103.0,30,17,3,16,36,0.244,4.46,2.0,1.0,2.0,0,147.0,16.0,18,3.0,3.0,,34.33,1.34,9.44,4.19,0.79,24.49
scribev01,2012,1,OAK,AL,2,0,30,0,0,0,1,106.0,30,10,2,12,30,0.221,2.55,0.0,1.0,0.0,0,148.0,13.0,11,0.0,0.0,,35.33,1.19,7.64,3.06,0.51,20.27
seddoch01,2012,1,CLE,AL,1,1,17,2,0,0,0,103.0,35,14,2,13,18,0.265,3.67,1.0,1.0,0.0,0,147.0,3.0,15,0.0,2.0,,34.33,1.4,4.72,3.41,0.52,12.24
shawbr01,2012,1,ARI,NL,1,6,64,0,0,0,2,178.0,60,23,4,24,41,0.273,3.49,3.0,4.0,2.0,1,252.0,19.0,29,4.0,2.0,,59.33,1.42,6.22,3.64,0.61,16.27
sheetbe01,2012,1,ATL,NL,4,4,9,9,0,0,0,148.0,52,19,6,13,35,0.275,3.47,1.0,1.0,1.0,0,207.0,0.0,21,4.0,0.0,,49.33,1.32,6.39,2.37,1.09,16.91
shielja02,2012,1,TBA,AL,15,10,33,33,3,2,0,683.0,208,89,25,58,223,0.239,3.52,2.0,7.0,11.0,1,944.0,0.0,103,3.0,2.0,,227.67,1.17,8.82,2.29,0.99,23.62
simonal01,2012,1,CIN,NL,3,2,36,0,0,0,1,183.0,65,18,2,22,52,0.275,2.66,1.0,9.0,6.0,0,269.0,13.0,22,2.0,3.0,,61.0,1.43,7.67,3.25,0.3,19.33
sippto01,2012,1,CLE,AL,1,2,63,0,0,0,1,165.0,47,27,9,23,51,0.228,4.42,1.0,3.0,1.0,0,233.0,7.0,29,2.0,1.0,,55.0,1.27,8.35,3.76,1.47,21.89
smithjo05,2012,1,CLE,AL,7,4,72,0,0,0,0,201.0,53,22,4,25,53,0.213,2.96,4.0,1.0,2.0,1,278.0,12.0,27,1.0,1.0,,67.0,1.16,7.12,3.36,0.54,19.06
smithwi04,2012,1,KCA,AL,6,9,16,16,0,0,0,269.0,111,53,12,33,59,0.313,5.32,1.0,4.0,1.0,0,396.0,0.0,54,2.0,5.0,,89.67,1.61,5.92,3.31,1.2,14.9
smylydr01,2012,1,DET,AL,4,3,23,18,0,0,0,298.0,93,44,12,33,94,0.247,3.99,1.0,3.0,2.0,0,416.0,0.0,49,2.0,3.0,,99.33,1.27,8.52,2.99,1.09,22.6
soriara01,2012,1,NYA,AL,2,1,69,0,0,0,42,203.0,55,17,6,24,69,0.217,2.26,4.0,3.0,1.0,0,279.0,54.0,17,0.0,1.0,,67.67,1.17,9.18,3.19,0.8,24.73
stammcr01,2012,1,WAS,NL,6,1,59,0,0,0,1,265.0,70,23,7,36,87,0.215,2.34,4.0,3.0,2.0,0,370.0,15.0,27,5.0,1.0,,88.33,1.2,8.86,3.67,0.71,23.51
stewaza01,2012,1,CHA,AL,1,2,18,1,0,0,0,90.0,41,20,10,4,16,0.32,6.0,0.0,0.0,0.0,1,134.0,8.0,26,1.0,1.0,,30.0,1.5,4.8,1.2,3.0,11.94
storedr01,2012,1,WAS,NL,3,1,37,0,0,0,4,91.0,22,8,0,8,24,0.21,2.37,0.0,1.0,1.0,0,116.0,17.0,8,0.0,2.0,,30.33,0.99,7.12,2.37,0.0,20.69
storemi01,2012,1,HOU,NL,0,1,26,0,0,0,0,91.0,27,13,2,10,34,0.237,3.86,0.0,0.0,1.0,0,127.0,3.0,14,2.0,0.0,,30.33,1.22,10.09,2.97,0.59,26.77
straida01,2012,1,OAK,AL,2,1,7,7,0,0,0,118.0,36,17,11,16,32,0.237,3.89,1.0,0.0,2.0,0,172.0,0.0,19,1.0,1.0,,39.33,1.32,7.32,3.66,2.52,18.6
strasst01,2012,1,WAS,NL,15,6,28,28,0,0,0,478.0,136,56,15,48,197,0.23,3.16,1.0,5.0,4.0,0,653.0,0.0,62,6.0,4.0,,159.33,1.15,11.13,2.71,0.85,30.17
streehu01,2012,1,SDN,NL,2,1,40,0,0,0,23,117.0,17,8,2,11,47,0.13,1.85,1.0,1.0,0.0,0,144.0,36.0,8,1.0,1.0,,39.0,0.72,10.85,2.54,0.46,32.64
stroppe01,2012,1,BAL,AL,5,2,70,0,0,0,3,199.0,52,18,2,37,58,0.217,2.44,2.0,5.0,4.0,0,283.0,17.0,18,1.0,1.0,,66.33,1.34,7.87,5.02,0.27,20.49
stulter01,2012,2,SDN,NL,8,3,18,14,0,0,0,277.0,86,30,7,23,51,0.249,2.92,0.0,1.0,1.0,1,383.0,1.0,36,9.0,5.0,,92.33,1.18,4.97,2.24,0.68,13.32
suppaje01,2012,1,SDN,NL,2,3,6,6,0,0,0,92.0,34,18,4,13,7,0.281,5.28,3.0,0.0,0.0,0,137.0,0.0,19,3.0,0.0,,30.67,1.53,2.05,3.81,1.17,5.11
swarzan01,2012,1,MIN,AL,3,6,44,5,0,0,0,290.0,106,54,15,31,62,0.284,5.03,8.0,3.0,0.0,0,413.0,9.0,57,3.0,6.0,,96.67,1.42,5.77,2.89,1.4,15.01
takahhi01,2012,1,LAA,AL,0,3,42,0,0,0,0,126.0,39,23,6,10,41,0.242,4.93,1.0,0.0,0.0,0,173.0,9.0,24,1.0,1.0,,42.0,1.17,8.79,2.14,1.29,23.7
tazawju01,2012,1,BOS,AL,1,1,37,0,0,0,1,132.0,37,7,1,5,45,0.227,1.43,0.0,0.0,2.0,0,172.0,13.0,7,1.0,1.0,,44.0,0.95,9.2,1.02,0.2,26.16
teafoev01,2012,1,KCA,AL,1,4,18,5,0,0,0,184.0,68,34,11,21,35,0.285,4.99,0.0,2.0,2.0,1,263.0,3.0,34,0.0,1.0,,61.33,1.45,5.14,3.08,1.61,13.31
thatcjo01,2012,1,SDN,NL,1,4,55,0,0,0,1,95.0,30,12,2,14,39,0.25,3.41,3.0,0.0,3.0,1,141.0,13.0,13,2.0,2.0,,31.67,1.39,11.08,3.98,0.57,27.66
thayeda01,2012,1,SDN,NL,2,2,64,0,0,0,7,173.0,53,22,4,12,47,0.248,3.43,4.0,2.0,1.0,0,235.0,21.0,24,4.0,4.0,,57.67,1.13,7.33,1.87,0.62,20.0
thornma01,2012,1,CHA,AL,4,10,74,0,0,0,3,195.0,63,25,4,17,53,0.257,3.46,4.0,2.0,3.0,0,266.0,18.0,27,1.0,0.0,,65.0,1.23,7.34,2.35,0.55,19.92
tillmch01,2012,1,BAL,AL,9,3,15,15,0,0,0,258.0,66,28,12,24,66,0.207,2.93,0.0,5.0,1.0,0,347.0,0.0,38,1.0,2.0,,86.0,1.05,6.91,2.51,1.26,19.02
tollesh01,2012,1,LAN,NL,3,1,40,0,0,0,0,113.0,30,18,4,20,39,0.221,4.3,1.0,0.0,1.0,0,160.0,12.0,19,2.0,1.0,,37.67,1.33,9.32,4.78,0.96,24.38
tomlijo01,2012,1,CLE,AL,5,8,21,16,0,0,0,310.0,126,73,18,25,56,0.301,6.36,3.0,4.0,3.0,0,452.0,0.0,74,2.0,3.0,,103.33,1.46,4.88,2.18,1.57,12.39
torreca01,2012,1,COL,NL,5,3,31,0,0,0,0,159.0,49,31,2,26,42,0.257,5.26,1.0,6.0,4.0,0,231.0,9.0,31,6.0,4.0,,53.0,1.42,7.13,4.42,0.34,18.18
turneja01,2012,2,MIA,NL,1,4,7,7,0,0,0,128.0,33,16,5,9,29,0.208,3.38,2.0,4.0,0.0,0,170.0,0.0,21,1.0,1.0,,42.67,0.98,6.12,1.9,1.05,17.06
ueharko01,2012,1,TEX,AL,0,0,37,0,0,0,1,108.0,20,7,4,3,43,0.16,1.75,0.0,1.0,0.0,0,130.0,13.0,7,1.0,1.0,,36.0,0.64,10.75,0.75,1.0,33.08
valdera02,2012,1,PHI,NL,3,2,27,1,0,0,0,93.0,18,10,3,5,35,0.168,2.9,1.0,0.0,0.0,0,113.0,7.0,10,1.0,0.0,,31.0,0.74,10.16,1.45,0.87,30.97
valvejo01,2012,1,DET,AL,3,4,71,0,0,0,35,207.0,59,29,3,27,48,0.229,3.78,5.0,1.0,4.0,0,294.0,67.0,34,2.0,3.0,,69.0,1.25,6.26,3.52,0.39,16.33
vargaja01,2012,1,SEA,AL,14,11,33,33,2,0,0,652.0,201,93,35,55,141,0.245,3.85,1.0,5.0,3.0,0,887.0,0.0,94,3.0,6.0,,217.33,1.18,5.84,2.28,1.45,15.9
vasques01,2012,1,MIN,AL,0,2,6,6,0,0,0,95.0,32,20,2,19,14,0.274,5.68,0.0,1.0,1.0,0,141.0,0.0,20,1.0,3.0,,31.67,1.61,3.98,5.4,0.57,9.93
ventejo01,2012,1,ATL,NL,5,4,66,0,0,0,0,176.0,61,21,6,28,69,0.27,3.22,3.0,9.0,5.0,0,262.0,12.0,23,3.0,0.0,,58.67,1.52,10.58,4.3,0.92,26.34
verasjo01,2012,1,MIL,NL,5,4,72,0,0,0,1,201.0,61,27,5,40,79,0.239,3.63,1.0,1.0,2.0,0,300.0,17.0,29,1.0,2.0,,67.0,1.51,10.61,5.37,0.67,26.33
verlaju01,2012,1,DET,AL,17,8,33,33,6,1,0,715.0,192,70,19,60,239,0.217,2.64,2.0,2.0,5.0,1,956.0,0.0,81,4.0,3.0,,238.33,1.06,9.03,2.27,0.72,25.0
villabr02,2012,1,DET,AL,3,5,50,0,0,0,0,164.0,38,16,3,28,66,0.2,2.63,3.0,9.0,1.0,2,226.0,15.0,20,1.0,6.0,,54.67,1.21,10.87,4.61,0.49,29.2
villaca01,2012,1,TOR,AL,7,7,38,16,0,0,0,376.0,113,58,23,46,122,0.242,4.16,4.0,6.0,3.0,1,521.0,9.0,59,2.0,4.0,,125.33,1.27,8.76,3.3,1.65,23.42
vogelry01,2012,1,SFN,NL,14,9,31,31,0,0,0,569.0,171,71,17,62,158,0.242,3.37,7.0,3.0,8.0,0,788.0,0.0,76,7.0,4.0,,189.67,1.23,7.5,2.94,0.81,20.05
volqued01,2012,1,SDN,NL,11,11,32,32,1,1,0,548.0,160,84,14,105,174,0.236,4.14,6.0,9.0,9.0,1,802.0,0.0,88,5.0,4.0,,182.67,1.45,8.57,5.17,0.69,21.7
volstch01,2012,1,CHN,NL,3,12,21,21,0,0,0,334.0,137,78,16,43,61,0.306,6.31,4.0,2.0,3.0,1,507.0,0.0,81,5.0,8.0,,111.33,1.62,4.93,3.48,1.29,12.03
wadeco01,2012,1,NYA,AL,1,1,39,0,0,0,0,117.0,46,28,8,8,38,0.286,6.46,1.0,0.0,1.0,0,171.0,7.0,29,0.0,1.0,,39.0,1.38,8.77,1.85,1.85,22.22
wainwad01,2012,1,SLN,NL,14,13,32,32,3,2,0,596.0,196,87,15,52,184,0.259,3.94,3.0,5.0,6.0,2,831.0,0.0,96,9.0,6.0,,198.67,1.25,8.34,2.36,0.68,22.14
waldejo01,2012,1,LAA,AL,3,2,45,0,0,0,1,117.0,35,15,3,18,48,0.229,3.46,1.0,7.0,0.0,0,172.0,20.0,15,0.0,1.0,,39.0,1.36,11.08,4.15,0.69,27.91
waltepj01,2012,1,MIN,AL,2,5,12,12,1,0,0,185.0,71,39,12,22,42,0.291,5.69,1.0,1.0,3.0,0,271.0,0.0,41,1.0,1.0,,61.67,1.51,6.13,3.21,1.75,15.5
wangch01,2012,1,WAS,NL,2,3,10,5,0,0,0,97.0,50,24,5,15,15,0.376,6.68,0.0,5.0,3.0,0,158.0,0.0,24,4.0,3.0,,32.33,2.01,4.18,4.18,1.39,9.49
watsoto01,2012,1,PIT,NL,5,2,68,0,0,0,0,160.0,37,20,5,23,53,0.198,3.38,1.0,1.0,1.0,0,215.0,10.0,21,2.0,2.0,,53.33,1.13,8.94,3.88,0.84,24.65
weaveje02,2012,1,LAA,AL,20,5,30,30,3,2,0,566.0,147,59,20,45,142,0.214,2.81,0.0,2.0,4.0,0,739.0,0.0,63,0.0,4.0,,188.67,1.02,6.77,2.15,0.95,19.22
webbry01,2012,1,MIA,NL,4,3,65,0,0,0,0,181.0,72,27,2,20,44,0.295,4.03,8.0,0.0,4.0,0,270.0,21.0,30,0.0,2.0,,60.33,1.52,6.56,2.98,0.3,16.3
wellski01,2012,1,SDN,NL,2,4,7,7,0,0,0,112.0,41,19,6,20,19,0.283,4.58,1.0,4.0,1.0,0,169.0,0.0,23,1.0,2.0,,37.33,1.63,4.58,4.82,1.45,11.24
wernean01,2012,1,SDN,NL,2,3,8,8,0,0,0,121.0,45,25,5,14,35,0.285,5.58,1.0,1.0,1.0,1,177.0,0.0,26,2.0,2.0,,40.33,1.46,7.81,3.12,1.12,19.77
westbja01,2012,1,SLN,NL,13,11,28,28,1,0,0,524.0,191,77,12,52,106,0.282,3.97,0.0,5.0,8.0,0,751.0,0.0,85,8.0,5.0,,174.67,1.39,5.46,2.68,0.62,14.11
whiteal01,2012,1,COL,NL,2,9,23,20,0,0,0,294.0,114,60,13,51,64,0.288,5.51,9.0,6.0,5.0,0,459.0,0.0,66,5.0,2.0,,98.0,1.68,5.88,4.68,1.19,13.94
wilheto01,2012,1,SEA,AL,4,3,73,0,0,0,29,238.0,59,22,5,29,87,0.202,2.5,3.0,3.0,2.0,0,326.0,48.0,24,1.0,2.0,,79.33,1.11,9.87,3.29,0.57,26.69
willije02,2012,1,LAA,AL,6,8,32,15,1,1,1,413.0,139,70,17,35,98,0.263,4.58,1.0,1.0,5.0,0,572.0,7.0,73,0.0,4.0,,137.67,1.26,6.41,2.29,1.11,17.13
wilsocj01,2012,1,LAA,AL,13,10,34,34,0,0,0,607.0,181,86,19,91,173,0.239,3.83,2.0,4.0,6.0,1,865.0,0.0,102,4.0,6.0,,202.33,1.34,7.7,4.05,0.85,20.0
wolfra02,2012,1,MIL,NL,3,10,25,24,0,0,0,427.0,179,90,21,45,96,0.314,5.69,1.0,2.0,6.0,2,633.0,0.0,94,8.0,4.0,,142.33,1.57,6.07,2.85,1.33,15.17
woodtr01,2012,1,CHN,NL,6,13,26,26,0,0,0,468.0,133,74,25,54,119,0.232,4.27,3.0,2.0,8.0,1,649.0,0.0,80,9.0,4.0,,156.0,1.2,6.87,3.12,1.44,18.34
worleva01,2012,1,PHI,NL,6,9,23,23,0,0,0,399.0,154,62,12,47,107,0.294,4.2,4.0,1.0,6.0,0,590.0,0.0,69,11.0,3.0,,133.0,1.51,7.24,3.18,0.81,18.14
wrighja01,2012,1,LAN,NL,5,3,66,0,0,0,0,203.0,72,28,2,30,54,0.27,3.72,7.0,2.0,4.0,0,306.0,22.0,35,3.0,2.0,,67.67,1.51,7.18,3.99,0.27,17.65
wrighwe01,2012,1,HOU,NL,2,2,77,0,0,0,1,157.0,45,19,4,17,54,0.226,3.27,0.0,1.0,6.0,0,223.0,13.0,20,1.0,0.0,,52.33,1.18,9.29,2.92,0.69,24.22
youngch03,2012,1,NYN,NL,4,9,20,20,0,0,0,345.0,119,53,16,36,80,0.269,4.15,5.0,3.0,2.0,0,493.0,0.0,58,9.0,4.0,,115.0,1.35,6.26,2.82,1.25,16.23
zagurmi01,2012,1,ARI,NL,0,0,45,0,0,0,0,112.0,37,23,5,19,34,0.272,5.54,0.0,5.0,1.0,0,163.0,13.0,24,2.0,5.0,,37.33,1.5,8.2,4.58,1.21,20.86
zambrca01,2012,1,MIA,NL,7,10,35,20,1,1,0,397.0,123,66,9,75,95,0.251,4.49,1.0,1.0,10.0,0,591.0,5.0,75,7.0,8.0,,132.33,1.5,6.46,5.1,0.61,16.07
zieglbr01,2012,1,ARI,NL,6,1,77,0,0,0,0,206.0,54,19,2,21,42,0.228,2.49,2.0,1.0,1.0,0,263.0,15.0,21,2.0,2.0,,68.67,1.09,5.5,2.75,0.26,15.97
zimmejo02,2012,1,WAS,NL,12,8,32,32,0,0,0,587.0,186,64,18,43,153,0.251,2.94,2.0,3.0,8.0,0,805.0,0.0,69,8.0,4.0,,195.67,1.17,7.04,1.98,0.83,19.01
zitoba01,2012,1,SFN,NL,15,8,32,32,1,1,0,553.0,186,85,20,70,114,0.263,4.15,6.0,1.0,5.0,0,799.0,0.0,91,12.0,4.0,,184.33,1.39,5.57,3.42,0.98,14.27
